**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_BEST Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RANDOM_RUIN Insertion 3: BEST_INSERTION
Selector 4: SELECT_RANDOMLY Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RADIAL_RUIN Insertion 4: REGRET_INSERTION


**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_BEST Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RANDOM_RUIN Insertion 3: BEST_INSERTION
Selector 4: SELECT_RANDOMLY Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RADIAL_RUIN Insertion 4: REGRET_INSERTION


RC101.txt;1649,61;127,67;16
**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION


RC101.txt;1647,67;127,43;16
**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
Selector 5: SELECT_RANDOMLY Acceptor 5: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 5: 1.0 Module 5: RUIN_AND_RECREATE Ruin 5: RADIAL_RUIN Insertion 5: REGRET_INSERTION
Selector 6: SELECT_BEST Acceptor 6: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 6: 1.0 Module 6: RUIN_AND_RECREATE Ruin 6: RANDOM_RUIN Insertion 6: BEST_INSERTION


**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
Selector 5: SELECT_RANDOMLY Acceptor 5: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 5: 1.0 Module 5: RUIN_AND_RECREATE Ruin 5: RADIAL_RUIN Insertion 5: REGRET_INSERTION
Selector 6: SELECT_BEST Acceptor 6: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 6: 1.0 Module 6: RUIN_AND_RECREATE Ruin 6: RANDOM_RUIN Insertion 6: BEST_INSERTION


RC101.txt;1695,33;122,74;16
**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
Selector 5: SELECT_RANDOMLY Acceptor 5: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 5: 1.0 Module 5: RUIN_AND_RECREATE Ruin 5: RANDOM_RUIN Insertion 5: REGRET_INSERTION
Selector 6: SELECT_BEST Acceptor 6: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 6: 1.0 Module 6: RUIN_AND_RECREATE Ruin 6: RADIAL_RUIN Insertion 6: BEST_INSERTION


RC101.txt;1668,68;128,83;17
**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
Selector 5: SELECT_BEST Acceptor 5: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 5: 1.0 Module 5: RUIN_AND_RECREATE Ruin 5: RANDOM_RUIN Insertion 5: BEST_INSERTION


RC101.txt;1657,70;122,96;17
**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
Selector 5: SELECT_BEST Acceptor 5: ACCEPT_NEW_REMOVE_FIRST Probability 5: 1.0 Module 5: RUIN_AND_RECREATE Ruin 5: RANDOM_RUIN Insertion 5: BEST_INSERTION


RC101.txt;1659,41;124,54;17
**Algorithm Description**
Construction: REGRET_INSERTION Iterations: null Memory: 2048
Selector 1: SELECT_BEST Acceptor 1: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 1: 1.0 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_RANDOMLY Acceptor 2: GREEDY_ACCEPTANCE_MIN_VEH_FIRST Probability 2: 1.0 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_RANDOMLY Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 1.0 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: GREEDY_ACCEPTANCE Probability 4: 1.0 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
